[run number],payoff-include-votes-cost?,majority-mean-utility,majority-utility-stdev,minority-mean-utility,minority-utility-stdev,minority-fraction,behavior-under-qv,calibration,variance-of-pmp,number-of-voters,voting-mechanism,marginal-pivotality,utility-pmp-correlation,limit-votes?,[step],mean payoff-sign-list,tipping-point,mean-utility
142,FALSE,-4,1,6.6,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.02,FALSE,1000,1,-0.185,0.24
143,FALSE,-4,1,6.6,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.01,FALSE,1000,1,-0.185,0.24
144,FALSE,-4,1,6.6,1,0.4,rational,manual,0.01,1001,QV,0.5,0,FALSE,1000,1,-0.185,0.24
145,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.35,FALSE,1000,0,-0.21,0.28
146,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.34,FALSE,1000,0,-0.21,0.28
147,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.33,FALSE,1000,0,-0.21,0.28
148,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.32,FALSE,1000,0,-0.21,0.28
149,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.31,FALSE,1000,0,-0.21,0.28
150,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.3,FALSE,1000,0,-0.21,0.28
151,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.29,FALSE,1000,0,-0.21,0.28
152,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.28,FALSE,1000,0,-0.21,0.28
153,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.27,FALSE,1000,0.001,-0.21,0.28
154,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.26,FALSE,1000,0.009,-0.21,0.28
155,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.25,FALSE,1000,0.026,-0.21,0.28
156,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.24,FALSE,1000,0.084,-0.21,0.28
157,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.23,FALSE,1000,0.153,-0.21,0.28
158,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.22,FALSE,1000,0.259,-0.21,0.28
159,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.21,FALSE,1000,0.425,-0.21,0.28
160,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.2,FALSE,1000,0.601,-0.21,0.28
161,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.19,FALSE,1000,0.745,-0.21,0.28
162,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.18,FALSE,1000,0.824,-0.21,0.28
163,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.17,FALSE,1000,0.906,-0.21,0.28
164,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.16,FALSE,1000,0.958,-0.21,0.28
165,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.15,FALSE,1000,0.983,-0.21,0.28
166,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.14,FALSE,1000,0.992,-0.21,0.28
167,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.13,FALSE,1000,0.996,-0.21,0.28
168,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.12,FALSE,1000,0.999,-0.21,0.28
169,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.11,FALSE,1000,1,-0.21,0.28
170,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.1,FALSE,1000,0.999,-0.21,0.28
171,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.09,FALSE,1000,1,-0.21,0.28
172,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.08,FALSE,1000,1,-0.21,0.28
173,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.07,FALSE,1000,1,-0.21,0.28
174,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.06,FALSE,1000,1,-0.21,0.28
175,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.05,FALSE,1000,1,-0.21,0.28
176,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.04,FALSE,1000,1,-0.21,0.28
177,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.03,FALSE,1000,1,-0.21,0.28
178,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.02,FALSE,1000,1,-0.21,0.28
179,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.01,FALSE,1000,1,-0.21,0.28
180,FALSE,-4,1,6.7,1,0.4,rational,manual,0.01,1001,QV,0.5,0,FALSE,1000,1,-0.21,0.28
181,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.35,FALSE,1000,0,-0.23,0.32
182,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.34,FALSE,1000,0,-0.23,0.32
183,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.33,FALSE,1000,0,-0.23,0.32
184,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.32,FALSE,1000,0,-0.23,0.32
185,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.31,FALSE,1000,0,-0.23,0.32
186,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.3,FALSE,1000,0,-0.23,0.32
187,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.29,FALSE,1000,0,-0.23,0.32
188,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.28,FALSE,1000,0.003,-0.23,0.32
189,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.27,FALSE,1000,0.013,-0.23,0.32
190,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.26,FALSE,1000,0.037,-0.23,0.32
191,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.25,FALSE,1000,0.1,-0.23,0.32
192,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.24,FALSE,1000,0.25,-0.23,0.32
193,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.23,FALSE,1000,0.433,-0.23,0.32
194,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.22,FALSE,1000,0.579,-0.23,0.32
195,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.21,FALSE,1000,0.724,-0.23,0.32
196,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.2,FALSE,1000,0.852,-0.23,0.32
197,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.19,FALSE,1000,0.917,-0.23,0.32
198,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.18,FALSE,1000,0.971,-0.23,0.32
199,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.17,FALSE,1000,0.985,-0.23,0.32
200,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.16,FALSE,1000,0.997,-0.23,0.32
201,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.15,FALSE,1000,0.997,-0.23,0.32
202,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.14,FALSE,1000,0.996,-0.23,0.32
203,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.13,FALSE,1000,0.999,-0.23,0.32
204,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.12,FALSE,1000,1,-0.23,0.32
205,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.11,FALSE,1000,1,-0.23,0.32
206,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.1,FALSE,1000,1,-0.23,0.32
207,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.09,FALSE,1000,1,-0.23,0.32
208,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.08,FALSE,1000,1,-0.23,0.32
209,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.07,FALSE,1000,1,-0.23,0.32
210,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.06,FALSE,1000,1,-0.23,0.32
211,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.05,FALSE,1000,1,-0.23,0.32
212,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.04,FALSE,1000,1,-0.23,0.32
213,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.03,FALSE,1000,1,-0.23,0.32
214,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.02,FALSE,1000,1,-0.23,0.32
215,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.01,FALSE,1000,1,-0.23,0.32
216,FALSE,-4,1,6.8,1,0.4,rational,manual,0.01,1001,QV,0.5,0,FALSE,1000,1,-0.23,0.32
217,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.35,FALSE,1000,0,-0.24,0.36
218,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.34,FALSE,1000,0,-0.24,0.36
219,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.33,FALSE,1000,0,-0.24,0.36
220,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.32,FALSE,1000,0,-0.24,0.36
221,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.31,FALSE,1000,0,-0.24,0.36
222,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.3,FALSE,1000,0.002,-0.24,0.36
223,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.29,FALSE,1000,0.012,-0.24,0.36
224,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.28,FALSE,1000,0.023,-0.24,0.36
225,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.27,FALSE,1000,0.082,-0.24,0.36
226,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.26,FALSE,1000,0.198,-0.24,0.36
227,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.25,FALSE,1000,0.385,-0.24,0.36
228,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.24,FALSE,1000,0.544,-0.24,0.36
229,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.23,FALSE,1000,0.692,-0.24,0.36
230,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.22,FALSE,1000,0.843,-0.24,0.36
231,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.21,FALSE,1000,0.92,-0.24,0.36
232,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.2,FALSE,1000,0.968,-0.24,0.36
233,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.19,FALSE,1000,0.981,-0.24,0.36
234,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.18,FALSE,1000,0.998,-0.24,0.36
235,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.17,FALSE,1000,1,-0.24,0.36
236,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.16,FALSE,1000,1,-0.24,0.36
237,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.15,FALSE,1000,1,-0.24,0.36
238,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.14,FALSE,1000,0.999,-0.24,0.36
239,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.13,FALSE,1000,1,-0.24,0.36
240,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.12,FALSE,1000,1,-0.24,0.36
241,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.11,FALSE,1000,1,-0.24,0.36
242,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.1,FALSE,1000,1,-0.24,0.36
243,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.09,FALSE,1000,1,-0.24,0.36
244,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.08,FALSE,1000,1,-0.24,0.36
245,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.07,FALSE,1000,1,-0.24,0.36
246,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.06,FALSE,1000,1,-0.24,0.36
247,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.05,FALSE,1000,1,-0.24,0.36
248,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.04,FALSE,1000,1,-0.24,0.36
249,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.03,FALSE,1000,1,-0.24,0.36
250,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.02,FALSE,1000,1,-0.24,0.36
251,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.01,FALSE,1000,1,-0.24,0.36
252,FALSE,-4,1,6.9,1,0.4,rational,manual,0.01,1001,QV,0.5,0,FALSE,1000,1,-0.24,0.36
253,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.35,FALSE,1000,0,-0.25,0.4
254,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.34,FALSE,1000,0,-0.25,0.4
255,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.33,FALSE,1000,0,-0.25,0.4
256,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.32,FALSE,1000,0,-0.25,0.4
257,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.31,FALSE,1000,0,-0.25,0.4
258,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.3,FALSE,1000,0.007,-0.25,0.4
259,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.29,FALSE,1000,0.048,-0.25,0.4
260,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.28,FALSE,1000,0.125,-0.25,0.4
261,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.27,FALSE,1000,0.271,-0.25,0.4
262,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.26,FALSE,1000,0.435,-0.25,0.4
263,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.25,FALSE,1000,0.635,-0.25,0.4
264,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.24,FALSE,1000,0.82,-0.25,0.4
265,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.23,FALSE,1000,0.906,-0.25,0.4
266,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.22,FALSE,1000,0.951,-0.25,0.4
267,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.21,FALSE,1000,0.987,-0.25,0.4
268,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.2,FALSE,1000,0.996,-0.25,0.4
269,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.19,FALSE,1000,0.997,-0.25,0.4
270,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.18,FALSE,1000,1,-0.25,0.4
271,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.17,FALSE,1000,1,-0.25,0.4
272,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.16,FALSE,1000,1,-0.25,0.4
273,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.15,FALSE,1000,1,-0.25,0.4
274,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.14,FALSE,1000,1,-0.25,0.4
275,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.13,FALSE,1000,1,-0.25,0.4
276,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.12,FALSE,1000,1,-0.25,0.4
277,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.11,FALSE,1000,1,-0.25,0.4
278,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.1,FALSE,1000,1,-0.25,0.4
279,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.09,FALSE,1000,1,-0.25,0.4
280,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.08,FALSE,1000,1,-0.25,0.4
281,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.07,FALSE,1000,1,-0.25,0.4
282,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.06,FALSE,1000,1,-0.25,0.4
283,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.05,FALSE,1000,1,-0.25,0.4
284,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.04,FALSE,1000,1,-0.25,0.4
285,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.03,FALSE,1000,1,-0.25,0.4
286,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.02,FALSE,1000,1,-0.25,0.4
287,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,-0.01,FALSE,1000,1,-0.25,0.4
288,FALSE,-4,1,7,1,0.4,rational,manual,0.01,1001,QV,0.5,0,FALSE,1000,1,-0.25,0.4
,,,,,,,,,,,,,,,,,-0.28,0.5
,,,,,,,,,,,,,,,,,-0.31,0.6
,,,,,,,,,,,,,,,,,-0.33,0.7
,,,,,,,,,,,,,,,,,-0.35,0.8
,,,,,,,,,,,,,,,,,-0.365,0.9
,,,,,,,,,,,,,,,,,-0.375,1
,,,,,,,,,,,,,,,,,-0.385,1.1
,,,,,,,,,,,,,,,,,-0.39,1.2
